lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
15,0,128.8038947521593,4,29,4,4,1,0,2,0
63,0,171.1680071161434,8,6,4,0,1,0,2,0
233,0,90.91880208955546,8,23,4,3,0,0,0,0
111,0,109.65,5,12,4,4,1,2,0,0
96,0,123.63651142169209,8,27,3,1,1,0,3,0
154,0,150.39600421558606,9,6,4,3,0,0,1,0
22,0,105.0,9,2,4,1,0,0,0,0
149,0,289.1214911989726,7,4,3,2,1,0,1,0
4,0,202.70192418838775,5,20,4,2,0,0,5,0
204,0,61.076453836516094,10,5,4,4,0,3,0,0
320,0,115.0,8,18,4,2,0,1,0,0
180,0,87.08618055006657,8,27,4,1,1,1,0,0
2,0,139.0,5,27,4,1,0,0,0,0
110,0,119.9732553753906,10,10,4,0,1,0,0,0
104,0,94.5,7,15,4,1,0,3,0,0
3,0,179.45751275811773,9,10,4,4,2,0,3,0
149,0,86.99420721062634,4,9,4,1,1,3,0,0
163,0,115.0,10,15,3,0,1,0,0,0
87,0,158.73606605726397,3,28,4,1,2,0,3,0
298,1,158.86807991268276,9,25,4,3,1,0,3,0
180,1,96.82165124566515,7,1,4,1,0,0,0,0
253,0,71.18452338814052,11,29,4,1,2,3,0,0
169,0,98.50134908767585,7,28,4,1,2,0,0,0
6,0,86.68708085532195,2,22,4,0,0,1,0,0
123,0,87.11705111528191,4,15,4,2,0,1,0,0
30,0,149.4,5,24,4,2,0,0,3,0
55,0,78.32298995912359,4,26,4,2,1,3,0,0
9,0,202.58260542045753,4,22,4,2,1,0,5,0
48,1,74.8,11,15,4,4,0,3,0,0
111,1,109.56374398575086,6,13,4,4,1,3,0,0
229,0,94.51312723580523,10,19,4,2,0,0,0,0
60,0,203.6213410174142,10,7,4,2,1,2,4,0
62,0,102.3198082866862,10,18,4,1,0,0,2,0
159,0,98.06802171083031,7,5,4,4,0,2,0,0
160,0,137.59504101805493,6,13,4,3,0,0,3,0
125,0,122.68609702908253,8,28,4,1,1,0,1,0
13,0,118.8176732464462,7,30,3,2,0,2,0,0
61,0,118.8,4,22,4,1,1,0,3,0
16,0,107.70507060017808,3,17,4,1,1,1,0,0
80,0,74.72921997128596,4,15,4,3,0,0,0,0
79,0,88.83,3,24,4,2,1,0,0,0
116,0,185.61886844875343,5,25,4,2,1,0,2,0
152,0,91.28952256506466,7,17,4,5,2,1,0,0
131,0,163.9923010462657,7,25,4,1,1,0,0,0
53,0,80.09819430168753,2,27,4,1,1,3,0,0
87,0,149.91699971007296,8,6,4,4,0,0,3,0
32,0,125.1,8,7,4,1,1,3,0,0
25,0,129.8838599626354,9,3,4,1,1,3,0,0
77,0,74.95342752239483,3,29,4,3,0,3,0,0
150,1,121.2501947934051,6,5,3,3,0,0,2,0
82,0,99.6820104929477,4,8,3,1,1,0,1,0
146,0,106.52324930255124,5,22,4,0,2,0,0,0
114,0,109.65,5,11,4,4,0,0,0,0
38,0,145.0384927330004,7,21,4,0,1,0,0,0
60,0,128.38142042908817,4,15,3,2,0,0,2,0
45,0,125.90472744969212,10,3,4,2,0,0,0,0
178,0,111.93590413502966,8,1,4,4,1,0,0,0
34,0,70.55590026671656,10,17,2,2,1,0,0,0
123,0,76.39829999063559,7,12,4,2,0,0,0,0
213,1,66.53688159537353,11,18,4,2,0,3,0,0
78,0,119.49419830432036,10,10,4,1,1,0,1,0
80,0,73.92448280814027,2,27,4,6,2,0,0,0
162,0,165.43996178712314,7,4,4,0,1,0,3,0
132,0,81.72124402623628,7,19,4,2,1,0,1,0
206,0,102.69062368252708,9,6,4,4,2,0,0,0
112,0,132.6,6,5,4,3,0,0,3,0
161,1,109.01707120858677,10,1,3,3,1,0,0,0
288,0,66.94657552052117,12,23,4,4,2,1,0,0
20,1,102.12235504030656,10,1,4,3,0,0,0,0
139,1,72.25,9,4,3,1,0,0,0,0
195,1,106.80968390268136,9,8,4,4,1,1,0,0
55,0,97.09328296641124,10,5,4,1,0,2,0,0
196,0,112.0788869985393,8,25,3,3,0,0,0,0
145,0,162.0,9,16,4,2,0,0,3,0
76,0,129.4679341019885,7,7,4,2,1,0,3,0
189,0,84.38547198265715,6,8,4,6,1,0,0,0
179,0,112.5,7,23,4,1,1,0,0,0
59,1,122.63699768895773,9,2,4,1,1,0,2,0
238,0,95.09562636255328,9,22,4,1,1,0,0,0
251,1,114.13961519159459,9,18,4,0,1,0,1,0
77,0,97.8688370284847,3,23,4,2,0,0,0,0
202,0,118.60739142189382,8,26,4,3,0,1,0,0
180,0,113.74208744520516,9,10,4,3,1,0,0,0
33,0,57.035431302872134,1,23,2,1,0,1,0,0
78,1,88.42592206567485,10,30,4,4,0,0,0,0
47,0,85.97451734459085,4,18,4,1,0,3,0,0
86,0,90.06101849829173,10,30,4,3,1,0,0,0
50,0,88.47429164496998,10,2,4,3,0,3,0,0
54,0,130.62087235222978,3,21,4,3,0,0,3,0
155,0,121.5,7,22,4,0,1,0,0,0
37,0,167.42429288128426,8,26,4,2,2,1,0,0
132,1,107.24625912619736,4,6,4,2,0,0,0,0
157,0,132.93098025561943,9,7,3,1,0,0,2,0
54,0,116.52608665763431,5,5,4,1,0,2,0,0
100,1,93.98834358523176,6,5,4,3,0,0,0,0
153,0,90.31684696291504,7,15,3,4,1,0,0,0
52,0,114.78191708096213,5,9,4,1,2,0,3,0
213,1,104.14887868429,8,4,4,3,0,0,1,0
50,0,84.38443665122657,2,23,4,4,1,0,2,0
284,0,119.27905613852754,9,12,4,2,0,0,0,0
59,0,122.39195981274756,4,27,4,3,0,0,2,0
265,0,73.95,12,26,4,3,1,0,0,0
42,0,95.39568203421736,5,29,4,1,0,3,0,0
80,0,76.44878180359507,6,15,4,2,0,0,0,0
303,1,158.4,7,16,4,2,2,0,5,0
32,0,152.56498703808995,6,28,4,2,0,0,1,0
7,0,124.91901109291172,7,11,4,1,1,0,0,0
175,0,162.846731574263,9,27,4,2,1,0,4,0
137,0,87.98480554872876,8,28,4,4,0,0,0,0
115,0,80.56832024047547,5,10,4,2,1,0,1,0
125,0,74.31881510273178,8,4,3,2,0,0,0,0
107,0,116.33020908525614,6,14,4,2,0,2,0,0
9,0,165.42212596668483,7,22,4,0,0,0,3,0
155,0,103.36027634248758,7,17,4,1,1,2,0,0
39,0,72.68051701633671,2,16,4,1,0,0,0,0
164,0,206.1837545740233,9,25,4,3,2,0,5,0
36,0,81.9,3,8,4,4,1,0,0,0
174,0,61.77167621738246,4,20,4,3,1,0,0,0
275,0,115.9635255598206,9,23,3,2,0,0,0,0
180,0,108.77227404217993,9,1,4,1,1,0,0,0
17,0,97.0,3,11,4,2,0,3,0,0
55,0,109.53783562751505,7,27,4,1,2,0,0,0
11,0,139.2764468193174,3,29,4,4,1,0,2,0
121,0,119.26379917776529,6,9,3,1,0,0,0,0
44,0,68.30153724681642,2,12,4,1,0,3,0,0
88,0,76.07610533310782,4,7,3,2,0,2,0,0
2,0,150.69793711504218,2,26,4,5,3,0,2,0
4,0,103.63886104534438,2,3,4,2,0,0,1,0
35,0,67.5,2,12,4,1,0,3,0,0
59,0,74.8,11,15,4,4,0,3,0,0
22,0,164.8742365394674,6,25,4,4,1,0,3,0
45,1,112.5,3,18,4,1,1,0,3,0
19,0,156.0,6,8,4,1,0,0,3,0
117,0,99.3021012641744,4,28,4,2,0,0,0,0
79,0,168.3,8,12,4,2,0,0,3,0
9,0,166.8621529582931,4,21,4,1,0,0,3,0
110,2,118.8,9,10,4,2,1,2,0,0
129,0,114.3,6,5,4,3,0,0,1,0
158,0,178.32628366754423,6,20,4,4,2,0,3,0
157,0,81.10677314201688,8,24,4,5,1,3,0,0
79,0,95.98341976071401,5,4,3,4,1,0,1,0
16,0,130.27914409619947,3,3,4,2,0,0,2,0
205,2,113.24841491172452,8,19,4,0,1,0,1,0
25,0,150.56882779039788,4,14,4,2,2,0,0,0
34,0,215.11984215554224,8,13,4,2,0,0,5,0
42,0,116.25209472209215,3,30,4,2,1,0,0,0
28,0,114.574942188279,5,21,4,1,1,2,0,0
24,0,144.9087291250358,4,28,4,2,0,0,3,0
176,0,87.8651570439564,8,9,4,3,0,1,0,0
194,0,115.11255213983786,8,8,4,2,1,0,0,0
45,0,131.4,5,4,4,1,0,0,3,0
86,0,122.0,12,8,4,3,0,0,0,0
16,0,64.10853926902548,5,12,4,1,2,3,0,0
133,0,92.80476938996603,5,16,4,3,0,3,0,0
32,0,195.8679741034861,4,27,4,2,2,0,4,0
85,0,141.48288746970377,4,26,4,2,0,0,3,0
159,0,95.22883946568572,7,26,4,2,1,1,0,0
6,0,128.38536173856593,7,11,4,1,1,0,2,0
38,0,67.63809422766491,2,12,4,1,1,3,0,0
145,0,97.62786688501066,7,8,4,3,0,3,0,0
337,0,82.660796297123,10,8,3,2,0,0,0,0
196,0,88.61477095771608,8,9,4,1,1,0,0,0
197,0,86.66121705899357,7,17,4,0,1,0,1,0
9,1,141.83779067475191,9,15,4,1,0,1,0,0
64,0,130.2675791304218,5,9,4,2,0,0,1,0
80,0,93.6,11,19,4,2,0,0,0,0
44,0,135.30217542340336,3,27,3,2,2,0,3,0
39,0,195.2608340677374,4,18,4,3,0,0,5,0
196,0,108.51316479728696,9,8,4,1,2,0,0,0
127,1,132.3,10,11,4,3,0,0,3,0
157,0,127.51576689628298,5,4,4,3,0,0,2,0
153,1,120.7,7,6,4,3,0,0,3,0
0,0,205.59587430404702,7,19,4,1,0,0,4,0
282,0,91.08891002366586,10,16,4,1,0,0,1,0
60,0,140.4,4,28,4,1,1,0,3,0
49,0,208.49437667077,8,21,4,4,1,0,3,0
108,1,87.09065605140418,3,30,4,3,0,0,0,0
18,0,130.1541368085341,5,29,4,3,2,0,3,0
141,0,77.42371637000232,6,2,3,2,0,0,0,0
33,0,69.60268697813771,9,6,3,4,1,0,2,0
44,0,65.33401960335156,3,7,3,0,1,0,0,0
101,0,101.34380132243773,10,15,4,2,0,0,0,0
23,0,140.62250207972764,6,2,4,3,0,0,2,0
175,1,121.24170859886136,8,10,3,2,0,0,0,0
221,1,99.42027747031118,8,28,4,3,2,0,0,0
60,0,115.09745063511065,6,1,4,1,0,3,0,0
254,1,94.52609099511047,9,23,4,3,1,0,0,0
50,1,108.0,10,4,4,2,0,2,0,0
110,0,94.98405760239571,6,25,4,1,2,0,0,0
38,0,135.9,8,15,4,0,1,0,0,0
96,0,94.5,7,11,4,1,1,1,0,0
17,0,116.40022229436347,8,11,4,1,2,0,0,0
46,0,105.0260209574837,4,1,4,1,0,0,2,0
31,0,126.9,3,23,4,1,0,0,0,0
29,0,69.27356669387926,10,8,3,1,1,0,0,0
78,0,146.69480640483633,6,9,4,1,2,0,3,0
120,0,87.53300431765476,4,15,4,2,0,0,0,0
54,1,79.2,11,22,4,2,1,3,0,0
257,0,110.18231243111127,10,15,4,0,1,0,0,0
38,0,125.74306612033145,10,4,4,1,2,0,2,0
22,0,149.33,6,6,4,3,0,0,3,0
116,0,104.31275923619428,4,28,4,3,2,0,3,0
84,0,76.9013357845275,3,18,4,3,2,0,0,0
44,0,65.39997886922708,3,7,2,0,1,0,0,0
45,0,145.2225788061151,9,5,4,2,0,0,0,0
52,0,147.97792663542361,7,9,4,1,0,0,2,0
30,0,116.27283294613929,5,21,4,1,0,2,0,0
209,0,167.95547515335758,8,2,4,3,0,0,5,0
79,0,85.5,4,11,4,2,0,3,0,0
68,1,97.47646283291016,9,4,4,3,1,0,0,0
176,0,125.1,9,8,3,3,0,0,0,0
283,0,82.03735960640218,10,16,4,3,2,0,0,0
130,0,106.55592264916162,4,6,4,2,0,0,0,0
232,1,81.81040083310359,8,17,4,4,0,0,1,0
1,0,86.28581063432736,2,22,4,0,1,3,0,0
276,0,106.54810350202114,5,16,4,0,2,0,0,0
0,0,148.98205779365716,7,7,4,1,0,2,0,0
232,0,71.51563522197948,11,27,4,4,1,0,0,0
98,0,95.22127158064114,5,12,4,1,0,1,0,0
46,0,189.72509723128408,9,16,4,3,1,0,4,0
26,1,96.83956159922427,11,13,4,1,1,0,2,0
87,0,96.3,6,26,4,0,1,0,0,0
81,0,88.20604638445688,6,23,4,1,0,1,0,0
63,0,92.80954318348137,4,21,4,3,0,3,0,0
170,0,92.53283102302268,8,4,4,3,1,2,0,0
62,0,159.3,5,7,4,2,0,0,1,0
5,0,95.1821645117571,5,14,2,0,0,0,0,0
145,0,99.69116920878194,8,22,4,4,0,0,0,0
105,0,85.16899056290812,9,29,4,1,1,0,0,0
156,0,114.56893325720638,6,23,4,3,2,0,1,0
0,0,85.00070377065164,2,10,4,1,0,0,0,0
32,1,84.70548924295582,12,4,4,9,4,3,0,0
47,0,77.2423696105979,3,1,4,4,0,0,0,0
122,0,110.52357500079341,3,29,4,2,0,0,2,0
244,0,107.3767105082269,8,21,4,5,2,0,0,0
2,0,169.74500054665603,10,18,2,15,5,0,3,0
17,0,174.27909112422267,8,15,4,2,0,0,3,0
38,0,148.98996912911122,7,6,4,3,1,1,0,0
62,0,120.23671852563871,5,23,4,1,1,0,1,0
48,0,121.97947975457404,5,28,4,0,2,0,0,0
20,0,138.59781233821533,4,9,4,1,1,0,3,0
26,0,127.55227291411147,8,4,4,2,1,0,0,0
162,0,115.0,10,14,3,1,1,0,0,0
186,0,64.8375345305028,10,24,4,3,0,0,0,0
10,0,130.23210221147406,3,7,4,1,0,0,1,0
98,0,95.38955910841561,7,24,4,3,1,2,0,0
103,0,76.9140056481373,5,23,3,1,1,1,0,0
149,0,80.67032094827033,8,29,4,1,2,0,0,0
45,0,107.1,4,3,4,1,1,3,0,0
51,0,117.08262613192043,5,29,4,3,0,0,0,0
23,0,86.50274406290383,7,24,4,2,0,0,0,0
207,1,103.74957584535666,9,5,4,3,1,0,0,0
20,1,129.09440439288116,9,17,4,1,1,3,0,0
49,0,160.54444312337358,6,22,4,2,0,0,0,0
126,0,129.04911210093098,7,3,4,3,2,0,1,0
89,0,74.7364697035574,4,11,3,1,0,0,0,0
206,0,116.1,9,13,4,1,0,3,0,0
64,0,131.59962345610862,5,19,3,1,0,0,2,0
14,0,134.55613984755618,4,6,4,3,1,0,2,0
54,1,80.4670846331901,8,5,4,3,0,0,0,0
54,0,126.21802460862655,9,10,4,1,1,3,0,0
2,0,95.69448690169381,5,12,4,0,0,3,0,0
157,2,144.4644935059129,8,28,4,1,0,0,2,0
216,1,168.14240718227617,7,19,4,1,0,0,5,0
420,0,74.00309590494686,9,22,4,2,0,0,0,0
92,0,75.2931491305287,3,7,4,4,1,2,0,0
18,0,110.34073171047439,8,18,4,1,1,0,0,0
34,0,169.63042411659396,9,8,4,1,1,0,3,0
6,0,128.50292851214581,4,11,4,1,0,2,0,0
115,0,59.65207762724273,2,25,3,2,2,0,0,0
74,0,115.48119920849366,6,17,4,2,0,2,0,0
63,0,142.21650280546407,5,9,4,2,0,0,0,0
155,0,85.57692132391254,6,18,3,1,0,0,0,0
104,0,74.36890273970904,10,22,3,4,0,0,0,0
100,1,219.9557237245525,6,16,4,1,1,1,3,0
19,0,129.28535376757804,9,24,4,1,1,2,0,0
197,0,164.05740234165918,7,25,4,3,0,0,5,0
156,2,144.92494841787789,7,7,4,2,0,0,1,0
74,0,82.45,3,30,4,4,0,0,0,0
298,0,158.70437470966363,8,25,4,5,1,0,4,0
158,1,93.44556286001699,9,27,4,2,0,0,0,0
248,0,86.5855413958768,8,27,4,1,1,0,0,0
13,0,111.0,4,7,4,1,1,0,0,0
146,0,95.53225482567322,5,23,3,0,2,0,0,0
82,0,149.5314152150329,8,14,4,2,0,0,3,0
32,0,150.00727433309854,9,11,4,1,1,0,3,0
49,0,64.91161992803589,3,5,4,3,2,3,0,0
28,0,230.5466290429895,6,17,4,3,1,0,5,0
271,1,110.95229133487196,9,28,4,2,0,0,3,0
18,0,96.17590902413755,9,13,3,3,1,0,1,0
49,0,108.5755761850507,4,19,4,2,1,0,0,0
84,0,60.280973704536706,2,8,4,2,1,0,0,0
53,0,149.13874469041673,8,10,4,1,1,0,3,0
98,0,141.85036429473988,6,21,4,3,0,0,3,0
126,0,118.8213447242752,8,8,4,3,0,2,0,0
27,0,219.159578247268,9,16,4,1,1,0,5,0
46,0,67.5,3,6,4,1,0,3,0,0
11,0,111.21584487177063,5,2,4,1,0,0,0,0
303,0,76.92782035239718,8,19,3,2,1,0,0,0
35,0,210.1459204416728,6,11,4,1,1,0,5,0
204,0,87.29390618478662,7,20,4,2,0,0,0,0
92,0,90.91338496146959,8,26,4,2,0,0,0,0
112,0,76.5,7,7,4,1,1,0,0,0
229,0,103.38319042439596,10,6,4,2,0,0,0,0
4,0,81.61643939097183,8,20,3,2,1,0,0,0
194,0,147.62241795289933,8,24,4,4,1,0,2,0
155,0,96.3,6,26,4,0,1,0,0,0
34,1,110.32819704853621,8,29,4,2,1,1,0,0
99,0,133.8919832928238,7,16,4,8,3,0,1,0
233,0,89.07111877919405,8,11,4,2,1,0,0,0
57,0,75.02569835974761,12,15,4,3,1,3,0,0
106,0,79.5865262614226,11,6,2,4,1,0,0,0
62,0,139.5533460019363,3,10,4,1,0,0,0,0
21,0,91.49645797272844,2,6,4,1,0,0,0,0
47,0,89.10748659619595,4,29,2,2,0,0,0,0
274,0,105.836554772203,10,1,4,1,1,0,0,0
164,1,141.72277812939765,7,18,4,1,1,0,3,0
177,0,124.43167447336631,9,2,4,4,1,0,0,0
44,0,209.20316892613107,8,17,4,3,1,0,5,0
50,0,89.1,7,20,4,2,0,3,0,0
180,1,121.15395111613591,7,30,4,3,1,0,0,0
36,0,146.25635125021807,9,19,4,2,0,0,0,0
179,1,127.69510351087617,8,3,4,1,2,0,0,0
276,0,105.30453072005976,7,16,4,1,1,0,0,0
26,0,77.362414819553,11,16,2,2,0,0,0,0
228,0,133.5583440494346,11,28,4,3,1,0,4,0
38,0,81.02118930062508,5,19,3,1,1,0,0,0
29,0,74.8,11,18,4,4,0,1,0,0
112,0,99.34372911042543,7,3,3,2,0,0,0,0
130,0,140.35217986645145,8,27,4,5,2,0,3,0
57,0,94.5,6,18,4,2,1,1,0,0
120,0,99.45,5,8,4,2,1,0,0,0
205,1,129.79806369564466,9,7,4,2,0,0,0,0
121,0,98.24648727498793,6,26,4,2,1,0,0,0
56,0,159.008159628435,7,5,4,3,0,0,3,0
23,0,54.65130382209234,4,16,4,2,0,3,0,0
7,0,173.903390778883,9,6,4,2,1,0,3,0
31,0,98.1,5,21,4,0,2,3,0,0
22,0,39.48790104426024,2,22,3,4,1,0,1,0
19,0,90.14254971649704,2,6,4,1,0,1,0,0
107,1,86.8806290777701,3,29,4,3,0,0,0,0
185,0,89.03362851712953,8,16,4,3,0,3,0,0
104,0,102.85109654070384,4,27,4,3,0,0,0,0
175,0,64.9334141346197,6,16,4,2,1,2,0,0
43,0,74.04056416022445,4,9,4,1,0,3,0,0
225,0,70.36352216705178,10,29,4,2,2,0,0,0
23,0,91.0,2,11,4,2,1,0,0,0
81,0,90.41517348592156,5,23,4,1,0,0,0,0
68,0,79.59708099199163,11,23,4,2,0,3,0,0
233,0,89.04168976773053,9,13,3,2,0,0,0,0
141,0,114.99955363838369,5,23,4,2,1,0,3,0
8,0,119.5,5,18,4,2,0,0,0,0
156,1,134.66315023276147,6,14,4,2,0,0,3,0
25,0,146.21050165174105,4,31,4,3,0,0,2,0
6,0,158.068197085814,4,8,4,3,1,0,3,0
167,1,118.0020542154695,5,18,4,1,1,0,0,0
42,0,174.17812463421612,4,24,4,2,0,0,5,0
155,0,199.55742174472155,8,16,4,3,2,0,1,0
62,0,73.65720997797592,2,26,3,2,2,0,0,0
9,0,128.04697082587808,5,29,4,2,0,2,0,0
32,0,73.09883405592275,3,2,4,4,0,3,0,0
70,0,87.29771078918947,4,1,4,2,0,0,0,0
58,0,164.38170139774556,3,18,4,2,1,0,5,0
178,1,121.7381691964853,8,24,4,1,2,0,0,0
71,0,151.7860779408858,8,18,4,1,0,0,3,0
36,1,114.3,3,11,4,1,1,0,3,0
257,0,105.53694044792061,9,29,4,1,0,0,0,0
168,0,95.67407189599324,6,29,4,2,0,1,0,0
11,0,111.99735962712737,5,30,4,2,1,0,2,0
171,0,81.60703464788429,7,10,4,3,0,2,0,0
11,0,202.9285101011196,9,28,4,2,2,0,5,0
51,1,139.5,10,15,4,5,1,0,3,0
96,0,94.5,7,11,4,1,1,1,0,0
205,1,110.41470629240114,8,13,4,4,1,0,3,0
151,0,103.22034428694282,7,12,4,1,1,2,0,0
89,0,85.5,4,25,4,1,1,3,0,0
13,1,202.55919669267135,8,15,4,2,0,0,4,0
183,1,109.20217590607251,8,8,3,3,0,0,0,0
128,0,133.4319729731612,10,10,4,5,0,0,3,0
158,0,114.21651662038566,5,13,3,2,1,0,0,0
15,0,83.7236929036877,3,5,4,1,0,2,0,0
1,0,77.54512762731525,11,27,3,3,2,0,0,0
128,0,97.69686692073269,9,20,4,2,1,0,1,0
16,1,73.58099178178654,10,12,4,3,1,3,0,0
5,0,148.1870290854785,4,6,4,2,1,0,3,0
179,0,105.59304340995679,8,20,3,1,0,0,1,0
6,0,130.56157096673095,9,3,2,4,0,0,0,0
191,0,113.47537412933721,10,24,3,1,0,0,2,0
151,0,198.66059098320156,7,19,3,2,1,0,1,0
92,0,94.54289587770045,4,5,3,4,0,0,2,0
78,0,93.6,11,20,4,2,0,0,0,0
191,1,130.91443656196992,8,22,4,2,0,0,0,0
65,0,150.49685178135223,9,15,4,2,0,0,2,0
6,0,167.8188958752546,7,21,4,0,0,0,0,0
196,0,96.53252973655884,10,27,4,2,0,0,0,0
184,1,112.38686869814829,9,9,4,3,0,0,0,0
127,1,132.3320526360073,10,11,4,3,0,0,3,0
250,1,95.7998720019458,8,17,3,1,0,2,0,0
77,0,81.09152363441564,3,30,4,3,0,1,0,0
156,0,130.2191722689315,8,19,4,2,1,0,1,0
39,0,142.22099437881127,3,21,4,4,0,0,3,0
86,0,140.5110616930485,5,26,4,2,0,0,2,0
154,0,111.94311528524975,7,13,3,3,1,0,0,0
11,0,118.73402593534588,5,30,4,2,0,3,0,0
38,0,123.67467225416523,10,17,4,3,2,1,0,0
8,0,232.01911173117605,8,5,4,3,1,0,4,0
14,0,137.61349117671,3,7,4,2,1,0,0,0
143,0,133.68496704175837,7,9,4,5,1,0,3,0
322,0,77.64592751158473,5,18,3,3,0,0,0,0
5,0,73.00080535379901,7,16,2,2,1,0,0,0
38,0,151.47,8,15,4,1,2,0,3,0
39,0,117.86351311401205,7,2,4,0,2,0,0,0
43,0,116.00092525224359,4,13,4,3,0,3,0,0
185,1,95.32901881361205,7,25,4,1,0,1,0,0
18,1,99.3905080563221,11,12,4,3,2,0,1,0
213,1,102.90529575660493,9,1,4,2,1,0,0,0
7,0,142.66132313140704,3,27,4,1,1,0,0,0
184,0,122.4,10,4,4,2,0,0,3,0
80,1,148.7156151655294,7,8,4,3,2,0,3,0
0,0,214.1944855610075,9,8,4,1,0,0,3,0
1,0,60.0,2,28,3,1,2,0,0,0
69,0,112.14430424315933,6,28,4,1,0,0,0,0
33,1,147.41222593393996,9,19,4,4,2,0,4,0
9,1,138.20433177090797,9,14,4,3,2,1,0,0
36,0,127.19824279542972,4,28,4,2,1,0,0,0
273,0,95.0,5,13,3,2,1,0,0,0
66,0,73.570820331691,3,15,4,3,0,2,0,0
56,0,114.28836828438838,5,9,4,2,0,0,0,0
237,0,80.75,8,13,4,2,0,0,0,0
154,0,130.44480288287502,8,16,3,1,0,0,0,0
53,0,96.18954678999935,10,5,4,1,0,1,0,0
158,1,134.2984125225069,8,29,4,3,1,0,3,0
115,1,149.391821004939,9,7,4,1,1,0,3,0
120,0,69.123718266201,7,20,4,0,0,0,0,0
73,0,127.75027597769032,5,7,4,3,0,0,0,0
101,0,83.9770173398947,6,26,3,2,0,3,0,0
206,0,105.11466814817481,8,4,4,2,0,0,0,0
107,0,78.41639630408292,8,21,3,1,1,0,0,0
117,0,123.48655951350986,6,28,4,2,0,0,3,0
220,0,158.95,8,11,4,7,2,0,5,0
194,0,174.43493905156555,7,25,4,2,1,0,5,0
24,0,157.22281409056038,5,21,4,2,0,0,3,0
128,0,99.04288596507187,9,19,4,2,2,0,2,0
74,0,123.86084549120557,6,22,4,4,1,0,0,0
91,1,118.74317290236093,6,12,4,2,1,0,0,0
174,0,82.83169179782183,9,4,3,3,0,0,0,0
37,0,69.50730253404846,2,19,4,4,2,0,2,0
75,0,131.4,7,1,4,1,0,0,3,0
20,0,253.13801812047245,7,25,4,1,0,0,5,0
65,0,126.26157867237588,3,6,4,1,0,0,0,0
89,1,118.8,10,9,4,1,1,0,0,0
81,0,96.3,3,1,4,2,0,0,3,0
39,0,67.5,2,14,4,1,1,3,0,0
121,1,72.25,11,27,3,3,0,0,0,0
29,0,98.09990941647538,3,10,4,3,0,0,0,0
14,0,88.43047370696527,9,9,4,0,0,2,0,0
48,0,94.34593373054838,9,18,4,1,1,0,0,0
54,0,118.08806831155411,7,2,4,1,2,0,0,0
107,1,76.5,7,19,4,5,3,0,0,0
37,1,67.95588062678725,2,24,4,3,0,3,0,0
41,0,152.18673722109648,3,1,4,1,0,0,4,0
19,0,146.30251109363903,8,24,4,1,1,0,0,0
227,0,73.57940133283914,6,4,4,1,0,0,0,0
292,0,115.56787389316088,8,19,4,2,0,1,0,0
210,0,128.99809839749457,6,7,3,3,0,0,0,0
232,0,105.18307357597007,7,12,4,4,0,0,0,0
155,0,87.13506253499386,10,18,3,3,0,0,0,0
15,0,91.87375517723697,11,17,4,2,2,3,0,0
248,1,87.25379537833024,8,26,4,1,0,0,0,0
77,0,130.11011049716538,7,7,4,2,0,0,3,0
60,0,86.61825772674273,3,10,4,3,0,0,3,0
213,1,102.85,10,1,4,2,2,0,0,0
257,1,97.71295549007837,8,19,4,2,0,0,0,0
156,0,108.66,8,31,4,3,0,0,1,0
206,1,99.29084452094403,8,26,4,4,1,0,0,0
74,0,78.15,3,19,4,1,1,0,1,0
140,0,104.69357690460217,8,3,4,5,2,0,0,0
111,0,237.2811319108211,8,6,4,2,1,0,4,0
70,1,79.86207839401023,10,25,4,1,0,3,0,0
38,0,176.17986310681266,6,21,4,2,0,0,4,0
105,0,151.76372786511203,8,24,4,4,0,0,3,0
172,0,105.3,8,3,4,1,0,0,0,0
40,0,208.9871428168892,8,4,4,2,2,0,1,0
149,0,89.01136706428754,6,11,4,5,2,3,0,0
89,0,130.93895417705554,10,16,4,4,2,0,3,0
25,0,106.2,9,9,4,1,0,3,0,0
22,0,142.40734103871196,5,28,4,2,0,0,3,0
21,0,122.31010399668664,7,30,4,2,0,0,0,0
181,0,137.64779899959203,8,6,4,1,1,0,3,0
172,1,103.96532876369976,9,24,4,3,0,0,2,0
110,0,146.40549537046212,7,7,4,2,0,0,2,0
274,1,107.55445930409033,8,9,3,3,0,0,0,0
124,1,76.55708875901877,7,25,4,1,1,0,0,0
164,0,99.45,7,6,4,3,2,0,0,0
305,0,89.0,11,4,3,2,1,0,0,0
117,0,85.05297795567202,11,13,4,4,0,0,0,0
47,0,152.28979285759326,10,6,4,2,1,2,0,0
126,0,93.55732701370911,8,4,4,1,1,3,0,0
3,0,150.80570014851455,9,6,4,1,1,1,0,0
37,0,88.32172813043887,11,12,4,3,1,0,0,0
36,0,145.7093252762834,6,19,4,0,1,0,2,0
109,0,88.51631909952,3,30,4,2,1,1,0,0
168,0,159.3,9,19,4,1,1,0,3,0
77,0,84.82925960453328,4,1,4,1,1,2,0,0
184,1,99.45,7,9,4,4,0,0,0,0
292,0,74.33149069934747,9,4,3,2,0,0,0,0
62,0,140.2005403974535,5,17,3,2,0,0,1,0
61,0,159.3,5,1,4,3,0,0,2,0
101,0,122.12726035643217,7,24,4,2,0,0,1,0
